oid,url
2.16.840.1.113883.1.11.14825,http://terminology.hl7.org/ValueSet/v3-TextMediaType
2.16.840.1.113883.4.642.1.1156,http://terminology.hl7.org/CodeSystem/claim-type
2.16.840.1.113883.6.61,http://terminology.hl7.org/CodeSystem/CAS
2.16.840.1.113883.4.642.3.392,http://terminology.hl7.org/ValueSet/entformula-additive
2.16.840.1.113883.1.11.16176,http://terminology.hl7.org/ValueSet/v3-IndividualPackageEntityType
2.16.840.1.113883.6.242,http://terminology.hl7.org/CodeSystem/EPSG-GeodeticParameterDataset
2.16.840.1.113883.1.11.20018,http://terminology.hl7.org/ValueSet/v3-ActRelationshipHasTrigger
2.16.840.1.113883.4.642.1.1288,http://terminology.hl7.org/CodeSystem/catalogType
2.16.840.1.113883.21.387,http://terminology.hl7.org/ValueSet/v2-0570
2.16.840.1.113883.1.11.20278,http://terminology.hl7.org/ValueSet/v3-AddressLine
2.16.840.1.113883.1.11.20103,http://terminology.hl7.org/ValueSet/v3-ParticipationSecondaryPerformer
2.16.840.1.113883.4.642.1.1132,http://terminology.hl7.org/CodeSystem/practitioner-role
2.16.840.1.113883.1.11.20511,http://terminology.hl7.org/ValueSet/v3-ActRelationshipStartsNearStart
2.16.840.1.113883.4.642.3.1014,http://terminology.hl7.org/ValueSet/consent-policy
2.16.840.1.113883.21.126,http://terminology.hl7.org/ValueSet/v2-0209
2.16.840.1.113883.1.11.19954,http://terminology.hl7.org/ValueSet/v3-ActRelationshipCheckpointExit
2.16.840.1.113883.1.11.18233,http://terminology.hl7.org/ValueSet/v3-SouthernCaddoan
2.16.840.1.113883.21.400,http://terminology.hl7.org/ValueSet/v2-0659
2.16.840.1.113883.1.11.20405,http://terminology.hl7.org/ValueSet/v3-ActRelationshipDuring
2.16.840.1.113883.6.79,http://terminology.hl7.org/CodeSystem/CDS
2.16.840.1.113883.1.11.20410,http://terminology.hl7.org/ValueSet/v3-ImmunizationObservationType
2.16.840.1.113883.1.11.16036,http://terminology.hl7.org/ValueSet/v3-EmployeeJobClass
2.16.840.1.113883.1.11.14497,http://terminology.hl7.org/ValueSet/v3-PadDrugForm
2.16.840.1.113883.6.262,http://terminology.hl7.org/CodeSystem/NHSNSpinalFusionApproach
2.16.840.1.113883.18.44,http://terminology.hl7.org/CodeSystem/v2-0107
2.16.840.1.113883.4.330.776,http://hl7.org/fhir/sid/passport-TON
2.16.840.1.113883.6.102.2.10,http://terminology.hl7.org/CodeSystem/DEEDS210
2.16.840.1.113883.18.361,http://terminology.hl7.org/CodeSystem/v2-0557
2.16.840.1.113883.18.172,http://terminology.hl7.org/CodeSystem/v2-0279
2.16.840.1.113883.1.11.20324,http://terminology.hl7.org/ValueSet/v3-TriggerEventID
2.16.840.1.113883.6.13,http://www.ada.org/cdt
2.16.840.1.113883.1.11.20198,http://terminology.hl7.org/ValueSet/v3-ActClassAcquisitionExposure
2.16.840.1.113883.21.454,http://terminology.hl7.org/ValueSet/v2-0931
2.16.840.1.113883.1.11.19367,http://terminology.hl7.org/ValueSet/v3-xDocumentEntrySubject
2.16.840.1.113883.6.75,http://terminology.hl7.org/CodeSystem/UMD
2.16.840.1.113883.1.11.17027,http://terminology.hl7.org/ValueSet/v3-BodySurfaceRoute
2.16.840.1.113883.4.642.1.1276,http://terminology.hl7.org/CodeSystem/reaction-event-certainty
2.16.840.1.113883.1.11.17860,http://terminology.hl7.org/ValueSet/v3-AddressRepresentationUse
2.16.840.1.113883.21.104,http://terminology.hl7.org/ValueSet/v2-0177
2.16.840.1.113883.1.11.20115,http://terminology.hl7.org/ValueSet/v3-RoleClassBirthplace
2.16.840.1.113883.6.32,http://terminology.hl7.org/CodeSystem/dicomqry
2.16.840.1.113883.21.359,http://terminology.hl7.org/ValueSet/v2-0527
2.16.840.1.113883.5.1050,http://terminology.hl7.org/CodeSystem/v3-AcknowledgementCondition
2.16.840.1.113883.1.11.19465,http://terminology.hl7.org/ValueSet/v3-NUCCProviderCodes
2.16.840.1.113883.1.11.20431,http://terminology.hl7.org/ValueSet/v3-EntityInformationSensitivityPolicy
2.16.840.1.113883.1.11.19350,http://terminology.hl7.org/ValueSet/v3-ActInsurancePolicyCode
2.16.840.1.113883.4.330.834,http://hl7.org/fhir/sid/passport-TZA
2.16.840.1.113883.1.11.19674,http://terminology.hl7.org/ValueSet/v3-ActConditionList
2.16.840.1.113883.1.11.19398,http://terminology.hl7.org/ValueSet/v3-ActInvoiceGroupCode
2.16.840.1.113883.1.11.18275,http://terminology.hl7.org/ValueSet/v3-Yuman
2.16.840.1.113883.18.422,http://terminology.hl7.org/CodeSystem/v2-0916
2.16.840.1.113883.1.11.17660,http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType
2.16.840.1.113883.18.285,http://terminology.hl7.org/CodeSystem/v2-0445
2.16.840.1.113883.4.642.3.610,http://terminology.hl7.org/ValueSet/benefit-unit
2.16.840.1.113883.6.102.4.16,http://terminology.hl7.org/CodeSystem/DEEDS416
2.16.840.1.113883.18.324,http://terminology.hl7.org/CodeSystem/v2-0500
2.16.840.1.113883.1.11.17142,http://terminology.hl7.org/ValueSet/v3-IntragastricRoute
2.16.840.1.113883.1.11.18622,http://terminology.hl7.org/ValueSet/v3-SerranoGabrielino
2.16.840.1.113883.18.71,http://terminology.hl7.org/CodeSystem/v2-0150
2.16.840.1.113883.6.255,http://terminology.hl7.org/CodeSystem/X12.3
2.16.840.1.113883.1.11.20317,http://terminology.hl7.org/ValueSet/v3-WorkPlace
2.16.840.1.113883.4.3.8,urn:oid:2.16.840.1.113883.4.3.8
2.16.840.1.113883.1.11.18253,http://terminology.hl7.org/ValueSet/v3-Pomoan
2.16.840.1.113883.1.11.19859,http://terminology.hl7.org/ValueSet/v3-AutomobileInsurancePolicy
2.16.840.1.113883.4.642.3.1282,http://terminology.hl7.org/ValueSet/implantStatus
2.16.840.1.113883.1.11.16155,http://terminology.hl7.org/ValueSet/v3-BottleEntityType
2.16.840.1.113883.1.11.20092,http://terminology.hl7.org/ValueSet/v3-ParticipationPrimaryInformationRecipient
2.16.840.1.113883.6.31,http://terminology.hl7.org/CodeSystem/dicomMDLTY
2.16.840.1.113883.4.642.1.1275,http://terminology.hl7.org/CodeSystem/allerg-intol-substance-exp-risk
2.16.840.1.113883.1.11.20128,http://terminology.hl7.org/ValueSet/v3-RoleClassDependent
2.16.840.1.113883.4.642.3.1318,http://terminology.hl7.org/ValueSet/medicationdispense-performer-function
2.16.840.1.113883.18.388,http://terminology.hl7.org/CodeSystem/v2-0717
2.16.840.1.113883.4.3.42,urn:oid:2.16.840.1.113883.4.3.42
2.16.840.1.113883.4.642.1.1054,http://terminology.hl7.org/CodeSystem/diagnosis-role
2.16.840.1.113883.18.107,http://terminology.hl7.org/CodeSystem/v2-0202
2.16.840.1.113883.1.11.19712,http://terminology.hl7.org/ValueSet/v3-ObservationIssueTriggerCodedObservationType
2.16.840.1.113883.1.11.19404,http://terminology.hl7.org/ValueSet/v3-ActInvoiceDetailClinicalProductCode
2.16.840.1.113883.1.11.20189,http://terminology.hl7.org/ValueSet/v3-RoleStatusNullified
2.16.840.1.113883.1.11.20400,http://terminology.hl7.org/ValueSet/v3-RoleClassContinuity
2.16.840.1.113883.1.11.20187,http://terminology.hl7.org/ValueSet/v3-RoleStatusActive
2.16.840.1.113883.4.330.31,http://hl7.org/fhir/sid/passport-AZE
2.16.840.1.113883.1.11.19864,http://terminology.hl7.org/ValueSet/v3-SubsidizedHealthProgram
2.16.840.1.113883.1.11.10893,http://terminology.hl7.org/ValueSet/v3-LocalRemoteControlState
2.16.840.1.113883.21.236,http://terminology.hl7.org/ValueSet/v2-0360
2.16.840.1.113883.1.11.19761,http://terminology.hl7.org/ValueSet/v3-NameLegalUse
2.16.840.1.113883.1.11.16659,http://terminology.hl7.org/ValueSet/v3-InteractionDetectedIssueCode
2.16.840.1.113883.1.11.19939,http://terminology.hl7.org/ValueSet/v3-ActExposureLevelCode
2.16.840.1.113883.21.138,http://terminology.hl7.org/ValueSet/v2-0225
2.16.840.1.113883.4.330.332,http://hl7.org/fhir/sid/passport-HTI
2.16.840.1.113883.1.11.18130,http://terminology.hl7.org/ValueSet/v3-AmericanIndianAlaskaNativeLanguages
2.16.840.1.113883.1.11.18189,http://terminology.hl7.org/ValueSet/v3-Ritwan
2.16.840.1.113883.1.11.20444,http://terminology.hl7.org/ValueSet/v3-SecurityPolicy
2.16.840.1.113883.6.232,http://terminology.hl7.org/CodeSystem/sic
2.16.840.1.113883.4.642.4.1048,http://terminology.hl7.org/CodeSystem/data-absent-reason
2.16.840.1.113883.4.79,http://terminology.hl7.org/CodeSystem/GCDF
2.16.840.1.113883.1.11.19348,http://terminology.hl7.org/ValueSet/v3-ActInjuryCodeCSA
2.16.840.1.113883.6.31,http://terminology.hl7.org/CodeSystem/dicomMDLTY
2.16.840.1.113883.5.16,http://terminology.hl7.org/CodeSystem/v3-AddressPartType
2.16.840.1.113883.6.163,https://www.meddra.org
2.16.840.1.113883.1.11.20479,http://terminology.hl7.org/ValueSet/v3-SecurityClassificationObservationValue
2.16.840.1.113883.1.11.19599,http://terminology.hl7.org/ValueSet/v3-xActClassDocumentEntryAct
2.16.840.1.113883.6.88,http://www.nlm.nih.gov/research/umls/rxnorm
2.16.840.1.113883.4.642.3.79,http://terminology.hl7.org/ValueSet/common-tags
2.16.840.1.113883.6.233,http://terminology.hl7.org/CodeSystem/VHA
2.16.840.1.113883.1.11.17295,http://terminology.hl7.org/ValueSet/v3-PeriodontalRoute
2.16.840.1.113883.1.11.20052,http://terminology.hl7.org/ValueSet/v3-EntityDeterminerSpecific
2.16.840.1.113883.5.1123,http://terminology.hl7.org/CodeSystem/v3-DataOperation
2.16.840.1.113883.4.4,urn:oid:2.16.840.1.113883.4.4
2.16.840.1.113883.1.11.19860,http://terminology.hl7.org/ValueSet/v3-ManagedCarePolicy
2.16.840.1.113883.4.642.3.450,http://terminology.hl7.org/ValueSet/risk-probability
2.16.840.1.113883.4.79,http://terminology.hl7.org/CodeSystem/GCDF
2.16.840.1.113883.1.11.20505,http://terminology.hl7.org/ValueSet/v3-EntityDeterminerSpecificGroup
2.16.840.1.113883.18.150,http://terminology.hl7.org/CodeSystem/v2-0255
2.16.840.1.113883.21.219,http://terminology.hl7.org/ValueSet/v2-0337
2.16.840.1.113883.1.11.17156,http://terminology.hl7.org/ValueSet/v3-IntralymphaticRoute
2.16.840.1.113883.5.12,http://terminology.hl7.org/CodeSystem/v3-ActRelationshipJoin
2.16.840.1.113883.5.45,http://terminology.hl7.org/CodeSystem/v3-EntityNameUse
2.16.840.1.113883.4.3.29,urn:oid:2.16.840.1.113883.4.3.29
2.16.840.1.113883.4.642.1.0,http://terminology.hl7.org/CodeSystem/medication-usage-admin-location
2.16.840.1.113883.1.11.19990,http://terminology.hl7.org/ValueSet/v3-ActRelationshipIsManifestationOf
2.16.840.1.113883.1.11.19782,http://terminology.hl7.org/ValueSet/v3-MedicationOrderReleaseReasonCode
2.16.840.1.113883.1.11.14511,http://terminology.hl7.org/ValueSet/v3-ExtendedReleaseCapsule
2.16.840.1.113883.4.642.3.536,http://terminology.hl7.org/ValueSet/claim-modifiers
2.16.840.1.113883.18.298,http://terminology.hl7.org/CodeSystem/v2-0469
2.16.840.1.113883.1.11.19717,http://terminology.hl7.org/ValueSet/v3-ActNoImmunizationReason
2.16.840.1.113883.18.103,http://terminology.hl7.org/CodeSystem/v2-0193
2.16.840.1.113883.1.11.14518,http://terminology.hl7.org/ValueSet/v3-BuccalTablet
2.16.840.1.113883.1.11.16997,http://terminology.hl7.org/ValueSet/v3-MucosalAbsorptionRoute
2.16.840.1.113883.1.11.18306,http://terminology.hl7.org/ValueSet/v3-Iroquoian
2.16.840.1.113883.21.178,http://terminology.hl7.org/ValueSet/v2-0272
2.16.840.1.113883.4.642.3.305,http://terminology.hl7.org/ValueSet/immunization-recommendation-status
2.16.840.1.113883.1.11.20227,http://terminology.hl7.org/ValueSet/v3-ActClassLeftLateralDecubitus
2.16.840.1.113883.4.642.3.993,http://terminology.hl7.org/ValueSet/immunization-subpotent-reason
2.16.840.1.113883.4.642.3.643,http://terminology.hl7.org/ValueSet/payment-status
2.16.840.1.113883.1.11.17076,http://terminology.hl7.org/ValueSet/v3-InterstitialRoute
2.16.840.1.113883.1.11.14451,http://terminology.hl7.org/ValueSet/v3-PasteDrugForm
2.16.840.1.113883.6.58,http://terminology.hl7.org/CodeSystem/CDCM
2.16.840.1.113883.4.642.1.1108,http://terminology.hl7.org/CodeSystem/location-physical-type
2.16.840.1.113883.11.82,http://terminology.hl7.org/ValueSet/v3-immunizationForecastDate
2.16.840.1.113883.4.330.52,http://hl7.org/fhir/sid/passport-BRB
2.16.840.1.113883.5.1021,http://terminology.hl7.org/CodeSystem/v3-PeriodicIntervalOfTimeAbbreviation
2.16.840.1.113883.4.642.3.518,http://terminology.hl7.org/ValueSet/service-type
2.16.840.1.113883.4.330.840,http://hl7.org/fhir/sid/passport-USA
2.16.840.1.113883.3.84,http://terminology.hl7.org/CodeSystem/FDBHICCode
2.16.840.1.113883.18.142,http://terminology.hl7.org/CodeSystem/v2-0243
2.16.840.1.113883.1.11.20006,http://terminology.hl7.org/ValueSet/v3-ActRelationshipHasReferenceValues
2.16.840.1.113883.1.11.15348,http://terminology.hl7.org/ValueSet/v3-RaceAmericanIndianSerrano
2.16.840.1.113883.6.71,http://terminology.hl7.org/CodeSystem/W1-W2
2.16.840.1.113883.6.102.2.10,http://terminology.hl7.org/CodeSystem/DEEDS210
2.16.840.1.113883.5.145,http://terminology.hl7.org/CodeSystem/v3-VaccineType
2.16.840.1.113883.21.11,http://terminology.hl7.org/ValueSet/v2-0008
2.16.840.1.113883.1.11.20084,http://terminology.hl7.org/ValueSet/v3-ParticipationGuarantorParty
2.16.840.1.113883.4.330.666,http://hl7.org/fhir/sid/passport-SPM
2.16.840.1.113883.18.314,http://terminology.hl7.org/CodeSystem/v2-0490
2.16.840.1.113883.1.11.10968,http://terminology.hl7.org/ValueSet/v3-SurgClinPracticeSetting
2.16.840.1.113883.1.11.20091,http://terminology.hl7.org/ValueSet/v3-ParticipationPrimaryPerformer
2.16.840.1.113883.21.206,http://terminology.hl7.org/ValueSet/v2-0321
2.16.840.1.113883.1.11.11555,http://terminology.hl7.org/ValueSet/v3-RoleClass
2.16.840.1.113883.2.20.6.1,http://terminology.hl7.org/CodeSystem/hc-CCDD
2.16.840.1.113883.21.395,http://terminology.hl7.org/ValueSet/v2-0634
2.16.840.1.113883.1.11.18399,http://terminology.hl7.org/ValueSet/v3-Apachean
2.16.840.1.113883.1.11.15543,http://terminology.hl7.org/ValueSet/v3-RaceSoutheastAlaskanIndian
2.16.840.1.113883.4.642.1.1432,http://terminology.hl7.org/CodeSystem/subscription-channel-type
2.16.840.1.113883.4.642.3.558,http://terminology.hl7.org/ValueSet/claim-type
2.16.840.1.113883.1.11.15993,http://terminology.hl7.org/ValueSet/v3-ManagedParticipationStatusNormal
2.16.840.1.113883.18.98,http://terminology.hl7.org/CodeSystem/v2-0185
2.16.840.1.113883.4.3.22,urn:oid:2.16.840.1.113883.4.3.22
2.16.840.1.113883.4.330.540,http://hl7.org/fhir/sid/passport-NCL
2.16.840.1.113883.1.11.10610,http://terminology.hl7.org/ValueSet/v3-NoInformation
2.16.840.1.113883.1.11.14850,http://terminology.hl7.org/ValueSet/v3-MultipartMediaType
2.16.840.1.113883.3.9216,http://purl.obolibrary.org/obo/mondo.owl
2.16.840.1.113883.1.11.19940,http://terminology.hl7.org/ValueSet/v3-ExposureMode
2.16.840.1.113883.6.301.8,http://terminology.hl7.org/CodeSystem/v2-0351
2.16.840.1.113883.1.11.19413,http://terminology.hl7.org/ValueSet/v3-ActInvoiceAdjudicationPaymentSummaryCode
2.16.840.1.113883.6.95,http://cihi.ca/fhir/CodeSystem/cihi-cci
2.16.840.1.113883.6.102.4.16,http://terminology.hl7.org/CodeSystem/DEEDS416
2.16.840.1.113883.1.11.11603,http://terminology.hl7.org/ValueSet/v3-RoleLinkType
2.16.840.1.113883.6.92,http://terminology.hl7.org/CodeSystem/FIPS52
2.16.840.1.113883.3.84,http://terminology.hl7.org/CodeSystem/FDBHICCode
2.16.840.1.113883.1.11.10418,http://terminology.hl7.org/ValueSet/v3-RoleClassDistributedMaterial
2.16.840.1.113883.5.1136,http://terminology.hl7.org/CodeSystem/v3-hl7PublishingDomain
2.16.840.1.113883.6.89,http://terminology.hl7.org/CodeSystem/deeds-old
2.16.840.1.113883.1.11.20178,http://terminology.hl7.org/ValueSet/v3-RoleClassTherapeuticAgent
2.16.840.1.113883.1.11.19846,http://terminology.hl7.org/ValueSet/v3-ActTaskCode
2.16.840.1.113883.1.11.16684,http://terminology.hl7.org/ValueSet/v3-DoseDurationDetectedIssueCode
2.16.840.1.113883.18.118,http://terminology.hl7.org/CodeSystem/v2-0214
2.16.840.1.113883.1.11.19910,http://terminology.hl7.org/ValueSet/v3-ActInformationAccessCode
2.16.840.1.113883.21.250,http://terminology.hl7.org/ValueSet/v2-0376
2.16.840.1.113883.4.642.1.222,http://terminology.hl7.org/CodeSystem/v3-ObservationCategory
2.16.840.1.113883.6.58,http://terminology.hl7.org/CodeSystem/CDCM
2.16.840.1.113883.1.11.10614,http://terminology.hl7.org/ValueSet/v3-AskedButUnknown
2.16.840.1.113883.1.11.18407,http://terminology.hl7.org/ValueSet/v3-EasternApachean
2.16.840.1.113883.1.11.20226,http://terminology.hl7.org/ValueSet/v3-ActClassWorkingList
2.16.840.1.113883.1.11.20543,http://terminology.hl7.org/ValueSet/v3-SecurityTrustMechanismObservationValue
2.16.840.1.113883.18.269,http://terminology.hl7.org/CodeSystem/v2-0428
2.16.840.1.113883.1.11.19786,http://terminology.hl7.org/ValueSet/v3-PharmacySupplyRequestRenewalRefusalReasonCode
2.16.840.1.113883.4.330.574,http://hl7.org/fhir/sid/passport-NFK
2.16.840.1.113883.1.11.14420,http://terminology.hl7.org/ValueSet/v3-DropsDrugForm
2.16.840.1.113883.6.32,http://terminology.hl7.org/CodeSystem/dicomqry
2.16.840.1.113883.1.11.20560,http://terminology.hl7.org/ValueSet/v3-WorkClassificationODH
2.16.840.1.113883.4.330.604,http://hl7.org/fhir/sid/passport-PER
2.16.840.1.113883.4.642.3.823,http://terminology.hl7.org/ValueSet/research-study-objective-type
2.16.840.1.113883.6.24,urn:iso:std:iso:11073:10101
2.16.840.1.113883.6.80,http://terminology.hl7.org/CodeSystem/CE
1.2.208.176.9.1,http://npu-terminology.org
2.16.840.1.113883.1.11.17256,http://terminology.hl7.org/ValueSet/v3-NasalRoute
2.16.840.1.113883.1.11.20275,http://terminology.hl7.org/ValueSet/v3-HealthcareServiceLocation
2.16.840.1.113883.1.11.19858,http://terminology.hl7.org/ValueSet/v3-ActProgramTypeCode
2.16.840.1.113883.4.642.3.584,http://terminology.hl7.org/ValueSet/ex-payee-resource-type
2.16.840.1.113883.5.87,http://terminology.hl7.org/CodeSystem/v3-ParameterizedDataType
2.16.840.1.113883.1.11.20464,http://terminology.hl7.org/ValueSet/v3-SecurityDataIntegrityObservationType
2.16.840.1.113883.6.76,http://terminology.hl7.org/CodeSystem/ACR
2.16.840.1.113883.6,http://terminology.hl7.org/CodeSystem/externalCodeSystems
2.16.840.1.113883.1.11.19980,http://terminology.hl7.org/ValueSet/v3-ActRelationshipIsDerivedFrom
2.16.840.1.113883.4.642.1.1082,http://terminology.hl7.org/CodeSystem/device-status-reason
2.16.840.1.113883.1.11.20534,http://terminology.hl7.org/ValueSet/v3-SecurityTrustCertificateObservationType
2.16.840.1.113883.1.11.11621,http://terminology.hl7.org/ValueSet/v3-EntityClassNonPersonLivingSubject
2.16.840.1.113883.4.642.1.1404,http://terminology.hl7.org/CodeSystem/resource-security-category
2.16.840.1.113883.21.198,http://terminology.hl7.org/ValueSet/v2-0301
2.16.840.1.113883.18.158,http://terminology.hl7.org/CodeSystem/v2-0263
2.16.840.1.113883.4.642.1.326,http://terminology.hl7.org/CodeSystem/media-category
2.16.840.1.113883.1.11.20051,http://terminology.hl7.org/ValueSet/v3-EntityClassGroup
2.16.840.1.113883.1.11.17182,http://terminology.hl7.org/ValueSet/v3-IntrapleuralRoute
2.16.840.1.113883.21.428,http://terminology.hl7.org/ValueSet/v2-0881
2.16.840.1.113883.6.71,http://terminology.hl7.org/CodeSystem/W1-W2
2.16.840.1.113883.1.11.19952,http://terminology.hl7.org/ValueSet/v3-ActRelationshipCheckpointEntry
2.16.840.1.113883.1.11.17103,http://terminology.hl7.org/ValueSet/v3-IntracavitaryRoute
2.16.840.1.113883.1.11.19778,http://terminology.hl7.org/ValueSet/v3-ActNonObservationIndicationCode
2.16.840.1.113883.21.321,http://terminology.hl7.org/ValueSet/v2-0478
2.16.840.1.113883.1.11.20341,http://terminology.hl7.org/ValueSet/v3-ActClassProcessStep
2.16.840.1.113883.6.53,http://terminology.hl7.org/CodeSystem/SDM
2.16.840.1.113883.21.337,http://terminology.hl7.org/ValueSet/v2-0497
2.16.840.1.113883.1.11.10684,http://terminology.hl7.org/ValueSet/v3-CalendarCycle
