"code","name"
"1190550","atropine sulfate 0.05 MG/ML"
"1190551","5 ML atropine sulfate 0.05 MG/ML Prefilled Syringe"
"1190552","5 ML atropine sulfate 0.1 MG/ML Prefilled Syringe"
"1190555","atropine sulfate 0.4 MG/ML"
"1190556","5 ML atropine sulfate 0.4 MG/ML Prefilled Syringe"
"1190557","ethanol / lidocaine Medicated Pad or Tape"
"1190558","ethanol / lidocaine Medicated Pad"
"1190559","ethanol / lidocaine"
"1190560","ethanol 0.5 ML/ML / lidocaine hydrochloride 20 MG/ML Medicated Pad"
"1190562","atropine sulfate 0.005 MG/MG"
"1190563","atropine sulfate 0.005 MG/MG Ophthalmic Ointment"
"1190566","atropine sulfate 0.005 MG/ML"
"1190567","diphenoxylate hydrochloride 0.5 MG/ML"
"1190568","atropine sulfate 0.005 MG/ML / diphenoxylate hydrochloride 0.5 MG/ML Oral Solution"
"1190569","atropine sulfate 0.01 MG/MG"
"1190570","atropine sulfate 0.01 MG/MG Ophthalmic Ointment"
"1190571","diphenoxylate hydrochloride 2.5 MG"
"1190572","atropine sulfate 0.025 MG / diphenoxylate hydrochloride 2.5 MG Oral Tablet"
"1190574","codeine phosphate 1.2 MG/ML"
"1190575","dexbrompheniramine maleate 0.133 MG/ML"
"1190576","codeine / dexbrompheniramine / pseudoephedrine Oral Liquid Product"
"1190577","codeine / dexbrompheniramine / pseudoephedrine Oral Product"
"1190578","codeine / dexbrompheniramine / pseudoephedrine Oral Solution"
"1190579","codeine / dexbrompheniramine / pseudoephedrine"
"1190580","codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution"
"1190581","M-End Max D"
"1190582","codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML [M-End Max D]"
"1190583","codeine / dexbrompheniramine / pseudoephedrine Oral Solution [M-End Max D]"
"1190585","M-End Max D Oral Liquid Product"
"1190586","M-End Max D Oral Product"
"1190587","codeine phosphate 1.2 MG/ML / dexbrompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution [M-End Max D]"
"1190588","chlorpheniramine maleate 0.333 MG/ML"
"1190596","dexbrompheniramine / dextromethorphan / pseudoephedrine Oral Liquid Product"
"1190597","dexbrompheniramine / dextromethorphan / pseudoephedrine Oral Product"
"1190598","dexbrompheniramine / dextromethorphan / pseudoephedrine Oral Solution"
"1190599","dexbrompheniramine / dextromethorphan / pseudoephedrine"
"1190600","dexbrompheniramine maleate 0.133 MG/ML / dextromethorphan hydrobromide 2 MG/ML / pseudoephedrine hydrochloride 4 MG/ML Oral Solution"
"1190607","atropine sulfate 0.833 MG/ML [Atropen]"
"1190608","0.3 ML atropine sulfate 0.833 MG/ML Auto-Injector [Atropen]"
"1190610","atropine sulfate 0.714 MG/ML [Atropen]"
"1190611","0.7 ML atropine sulfate 0.714 MG/ML Auto-Injector [Atropen]"
"1190612","atropine sulfate 1.43 MG/ML [Atropen]"
"1190613","Monistat Itch Relief"
"1190614","0.7 ML atropine sulfate 1.43 MG/ML Auto-Injector [Atropen]"
"1190615","hydrocortisone 10 MG/ML [Monistat Itch Relief]"
"1190619","atropine sulfate 2.86 MG/ML [Atropen]"
"1190620","0.7 ML atropine sulfate 2.86 MG/ML Auto-Injector [Atropen]"
"1190640","atropine sulfate 0.025 MG / diphenoxylate hydrochloride 2.5 MG [Lomotil]"
"1190641","atropine sulfate 0.025 MG / diphenoxylate hydrochloride 2.5 MG Oral Tablet [Lomotil]"
"1190654","atropine sulfate 10 MG/ML"
"1190655","atropine sulfate 10 MG/ML Ophthalmic Solution"
"1190663","atropine sulfate 10 MG/ML [Isopto Atropine]"
"1190664","atropine sulfate 10 MG/ML Ophthalmic Solution [Isopto Atropine]"
"1190667","atropine sulfate 5 MG/ML"
"1190668","atropine sulfate 5 MG/ML Ophthalmic Solution"
"1190691","atropine sulfate 0.4 MG"
"1190692","atropine sulfate 0.4 MG Oral Tablet"
"1190737","difenoxin hydrochloride 1 MG"
"1190738","atropine sulfate 0.025 MG / difenoxin hydrochloride 1 MG Oral Tablet"
"1190739","atropine sulfate 0.025 MG / difenoxin hydrochloride 1 MG [Motofen]"
"1190740","atropine sulfate 0.025 MG / difenoxin hydrochloride 1 MG Oral Tablet [Motofen]"
"1190746","atropine sulfate 0.14 MG/ML"
"1190747","edrophonium chloride 10 MG/ML"
"1190748","5 ML atropine sulfate 0.14 MG/ML / edrophonium chloride 10 MG/ML Injection"
"1190764","atropine sulfate 0.3 MG/ML Injectable Solution"
"1190765","atropine sulfate 0.31 MG/ML"
"1190766","atropine sulfate 0.31 MG/ML Ophthalmic Solution"
"1190776","atropine sulfate 0.4 MG/ML Injectable Solution"
"1190780","atropine sulfate 0.6 MG"
"1190783","atropine sulfate 0.6 MG Oral Tablet"
"1190784","atropine sulfate 0.6 MG/ML"
"1190787","atropine sulfate 0.6 MG/ML Injectable Solution"
"1190789","atropine sulfate 0.62 MG/ML"
"1190790","atropine sulfate 0.62 MG/ML Ophthalmic Solution"
"1190794","atropine sulfate 1 MG/ML"
"1190795","1 ML atropine sulfate 1 MG/ML Injection"
"1190796","atropine sulfate 1 MG/ML Ophthalmic Solution"
"1190799","atropine sulfate 1.25 MG/ML"
"1190800","atropine sulfate 1.25 MG/ML Injectable Solution"
"1190801","atropine sulfate 1.25 MG/ML Ophthalmic Solution"
"1190805","atropine sulfate 2.5 MG/ML"
"1190806","atropine sulfate 2.5 MG/ML Ophthalmic Solution"
"1190816","atropine sulfate 20 MG/ML"
"1190817","atropine sulfate 20 MG/ML Ophthalmic Solution"
"1190838","brompheniramine maleate 4 MG"
"1190891","chlorpheniramine maleate 5 MG/ML"
"1190896","chlorpheniramine maleate 12 MG"
"1190911","Tenivac"
"1190912","diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Tenivac]"
"1190914","Tenivac Injectable Product"
"1190916","0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Tenivac]"
"1190918","diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Tenivac]"
"1190919","0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Tenivac]"
"1190926","dexbrompheniramine maleate 2 MG"
"1190927","acetaminophen / dexbrompheniramine Oral Product"
"1190928","acetaminophen / dexbrompheniramine Pill"
"1190929","acetaminophen / dexbrompheniramine Oral Tablet"
"1190930","acetaminophen / dexbrompheniramine"
"1190931","acetaminophen 650 MG / dexbrompheniramine maleate 2 MG Oral Tablet"
"1190938","colloidal oatmeal Topical Ointment"
"1190952","testosterone 0.0833 MG/HR"
"1190953","24 HR testosterone 0.0833 MG/HR Transdermal System"
"1190954","testosterone 0.0833 MG/HR [Androderm]"
"1190955","24 HR testosterone 0.0833 MG/HR Transdermal System [Androderm]"
"1190956","testosterone 0.167 MG/HR [Androderm]"
"1190957","24 HR testosterone 0.167 MG/HR Transdermal System [Androderm]"
"1191","aspirin"
"1191012","proparacaine hydrochloride 5 MG/ML"
"1191013","proparacaine hydrochloride 5 MG/ML Ophthalmic Solution"
"1191025","proparacaine hydrochloride 5 MG/ML [Alcaine]"
"1191026","proparacaine hydrochloride 5 MG/ML Ophthalmic Solution [Alcaine]"
"1191043","Alcortin A"
"1191046","Alcortin A Topical Product"
"1191051","Onfi"
"1191052","clobazam 10 MG [Onfi]"
"1191053","clobazam Oral Tablet [Onfi]"
"1191054","Onfi Oral Product"
"1191055","Onfi Pill"
"1191056","clobazam 10 MG Oral Tablet [Onfi]"
"1191057","clobazam 20 MG [Onfi]"
"1191058","clobazam 20 MG Oral Tablet [Onfi]"
"1191126","edrophonium chloride 10 MG/ML Injectable Solution"
"1191136","zinc oxide 50 MG/ML Rectal Cream"
"1191137","doxorubicin hydrochloride 2 MG/ML"
"1191138","doxorubicin hydrochloride 2 MG/ML Injectable Solution"
"1191168","chlorhexidine gluconate 31.5 MG/ML"
"1191169","chlorhexidine / isopropyl alcohol Medicated Pad or Tape"
"1191170","chlorhexidine / isopropyl alcohol Medicated Pad"
"1191171","chlorhexidine gluconate 31.5 MG/ML / isopropyl alcohol 0.7 ML/ML Medicated Pad"
"1191184","penbutolol sulfate 20 MG"
"1191185","penbutolol sulfate 20 MG Oral Tablet"
"1191198","German cockroach allergenic extract 1 MG/ML"
"1191199","German cockroach allergenic extract 1 MG/ML Injectable Solution"
"1191209","dog hair extract / short ragweed pollen extract"
"1191211","naloxone hydrochloride 0.02 MG/ML"
"1191212","naloxone hydrochloride 0.02 MG/ML Injectable Solution"
"1191215","pecan pollen extract 1 MG/ML"
"1191216","pecan pollen extract 1 MG/ML Injectable Solution"
"1191221","naloxone hydrochloride 0.4 MG/ML"
"1191222","naloxone hydrochloride 0.4 MG/ML Injectable Solution"
"1191227","naloxone hydrochloride 1 MG/ML"
"1191228","naloxone hydrochloride 1 MG/ML Injectable Solution"
"1191234","1 ML naloxone hydrochloride 0.4 MG/ML Cartridge"
"1191237","cladosporium sphaerospermum allergenic extract 1 MG/ML"
"1191238","cladosporium sphaerospermum allergenic extract 1 MG/ML Injectable Solution"
"1191241","cladosporium sphaerospermum allergenic extract 100 UNT/ML"
"1191242","cladosporium sphaerospermum allergenic extract 100 UNT/ML Injectable Solution"
"1191250","2 ML naloxone hydrochloride 1 MG/ML Prefilled Syringe"
"1191255","fluocinolone acetonide 0.00025 MG/MG"
"1191256","fluocinolone acetonide 0.00025 MG/MG Topical Ointment"
"1191259","fluocinolone acetonide 0.00025 MG/MG [Synalar]"
"1191260","fluocinolone acetonide 0.00025 MG/MG Topical Ointment [Synalar]"
"1191261","fluocinolone acetonide 0.1 MG/ML"
"1191262","fluocinolone acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / tretinoin 0.5 MG/ML Topical Cream"
"1191263","fluocinolone acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / tretinoin 0.5 MG/ML [Tri-Luma]"
"1191264","fluocinolone acetonide 0.1 MG/ML / hydroquinone 40 MG/ML / tretinoin 0.5 MG/ML Topical Cream [Tri-Luma]"
"1191265","fluocinolone acetonide 0.1 MG/ML Medicated Shampoo"
"1191266","fluocinolone acetonide 0.1 MG/ML [Capex]"
"1191267","fluocinolone acetonide 0.1 MG/ML Medicated Shampoo [Capex]"
"1191299","fluocinolone acetonide 0.1 MG/ML Otic Solution"
"1191300","fluocinolone acetonide 0.1 MG/ML [Dermotic]"
"1191301","fluocinolone acetonide 0.1 MG/ML Otic Solution [Dermotic]"
"1191302","fluocinolone acetonide 0.1 MG/ML Topical Cream"
"1191305","fluocinolone acetonide 0.1 MG/ML [Synalar]"
"1191307","fluocinolone acetonide 0.1 MG/ML Topical Oil"
"1191308","fluocinolone acetonide 0.1 MG/ML [Derma-Smoothe FS]"
"1191309","fluocinolone acetonide 0.1 MG/ML Topical Oil [Derma-Smoothe FS]"
"1191310","fluocinolone acetonide 0.1 MG/ML Topical Solution"
"1191313","fluocinolone acetonide 0.1 MG/ML Topical Solution [Synalar]"
"1191314","fluocinolone acetonide 0.25 MG/ML"
"1191315","fluocinolone acetonide 0.25 MG/ML Topical Cream"
"1191318","fluocinolone acetonide 0.25 MG/ML [Synalar]"
"1191319","fluocinolone acetonide 0.25 MG/ML Topical Cream [Synalar]"
"1191322","fluocinolone acetonide 0.59 MG"
"1191323","fluocinolone acetonide 0.59 MG Drug Implant"
"1191324","fluocinolone acetonide 0.59 MG [Retisert]"
"1191325","fluocinolone acetonide 0.59 MG Drug Implant [Retisert]"
"1191337","clioquinol 30 MG/ML / fluocinolone acetonide 0.25 MG/ML Topical Cream"
"1191338","fluocinolone acetonide 0.0000625 MG/MG"
"1191339","fluocinolone acetonide 0.0000625 MG/MG Topical Ointment"
"1191340","glycerin 1000 MG [Pedia-Lax Liquid Glycerin Suppositories]"
"1191341","glycerin 1000 MG Rectal Suppository [Pedia-Lax Liquid Glycerin Suppositories]"
"1191342","neomycin sulfate 0.005 MG/MG"
"1191343","fluocinolone acetonide 0.00025 MG/MG / neomycin sulfate 0.005 MG/MG Topical Ointment"
"1191344","fluocinolone acetonide 0.00025 MG/MG Topical Gel"
"1191345","fluocinolone acetonide 0.025 MG/ML"
"1191346","fluocinolone acetonide 0.025 MG/ML Topical Cream"
"1191347","fluocinolone acetonide 0.0625 MG/ML"
"1191348","fluocinolone acetonide 0.0625 MG/ML Topical Cream"
"1191349","Prascend"
"1191350","pergolide 1 MG [Prascend]"
"1191351","pergolide Oral Tablet [Prascend]"
"1191352","Prascend Oral Product"
"1191353","Prascend Pill"
"1191354","pergolide 1 MG Oral Tablet [Prascend]"
"1191356","ferumoxytol 30 MG/ML [Feraheme]"
"1191357","17 ML ferumoxytol 30 MG/ML Injection [Feraheme]"
"1191358","neomycin sulfate 5 MG/ML"
"1191359","fluocinolone acetonide 0.25 MG/ML / neomycin sulfate 5 MG/ML Topical Cream"
"1191372","hydrocortisone acetate 0.02 MG/MG"
"1191373","aloe polysaccharide / hydrocortisone / iodoquinol Topical Product"
"1191374","aloe polysaccharide / hydrocortisone / iodoquinol Topical Gel"
"1191375","aloe polysaccharide / hydrocortisone / iodoquinol"
"1191376","aloe polysaccharide 0.01 MG/MG / hydrocortisone acetate 0.02 MG/MG / iodoquinol 0.01 MG/MG Topical Gel"
"1191377","aloe polysaccharide 0.01 MG/MG / hydrocortisone acetate 0.02 MG/MG / iodoquinol 0.01 MG/MG [Alcortin A]"
"1191378","aloe polysaccharide / hydrocortisone / iodoquinol Topical Gel [Alcortin A]"
"1191394","aloe polysaccharide 0.01 MG/MG / hydrocortisone acetate 0.02 MG/MG / iodoquinol 0.01 MG/MG Topical Gel [Alcortin A]"
"1191399","fluocinolone / zinc pyrithione"
"1191412","hydrocortisone 0.02 MG/MG / iodoquinol 0.01 MG/MG [Alcortin]"
"1191413","hydrocortisone / iodoquinol Topical Gel [Alcortin]"
"1191414","hydrocortisone 0.02 MG/MG / iodoquinol 0.01 MG/MG Topical Gel [Alcortin]"
"1191495","doxorubicin hydrochloride liposome 2 MG/ML"
"1191499","doxorubicin hydrochloride liposome 2 MG/ML [Doxil]"
"1191504","bupivacaine liposome"
"1191505","bupivacaine liposome 13.3 MG/ML"
"1191508","20 ML bupivacaine liposome 13.3 MG/ML Injection"
"1191509","Exparel"
"1191510","bupivacaine liposome 13.3 MG/ML [Exparel]"
"1191512","Exparel Injectable Product"
"1191513","20 ML bupivacaine liposome 13.3 MG/ML Injection [Exparel]"
"1191668","gonadotropin releasing factor analog-diphtheria toxoid conjugate"
"1191669","gonadotropin releasing factor analog-diphtheria toxoid conjugate 0.2 MG/ML"
"1191670","gonadotropin releasing factor analog-diphtheria toxoid conjugate Injectable Product"
"1191671","gonadotropin releasing factor analog-diphtheria toxoid conjugate Injectable Solution"
"1191672","gonadotropin releasing factor analog-diphtheria toxoid conjugate 0.2 MG/ML Injectable Solution"
"1191673","Improvest"
"1191674","gonadotropin releasing factor analog-diphtheria toxoid conjugate 0.2 MG/ML [Improvest]"
"1191675","gonadotropin releasing factor analog-diphtheria toxoid conjugate Injectable Solution [Improvest]"
"1191676","Improvest Injectable Product"
"1191677","gonadotropin releasing factor analog-diphtheria toxoid conjugate 0.2 MG/ML Injectable Solution [Improvest]"
"1191678","Prednistab"
"1191679","prednisolone 20 MG [Prednistab]"
"1191680","prednisolone Oral Tablet [Prednistab]"
"1191681","Prednistab Oral Product"
"1191682","Prednistab Pill"
"1191683","prednisolone 20 MG Oral Tablet [Prednistab]"
"1191685","prednisolone 5 MG [Prednistab]"
"1191686","prednisolone 5 MG Oral Tablet [Prednistab]"
"1191690","salicylic acid Topical Powder"
"1191691","salicylic acid 0.01 MG/MG Topical Powder"
"1191692","lidocaine 100 MG/ML Topical Spray"
"1191693","bismuth subsalicylate 525 MG"
"1191694","bismuth subsalicylate Oral Powder"
"1191695","bismuth subsalicylate 525 MG Oral Powder"
"1191711","Neutramaxx"
"1191712","sodium fluoride 0.011 MG/MG [Neutramaxx]"
"1191713","sodium fluoride Toothpaste [Neutramaxx]"
"1191714","Neutramaxx Dental Product"
"1191715","Neutramaxx Paste Product"
"1191716","sodium fluoride 0.011 MG/MG Toothpaste [Neutramaxx]"
"1191768","cellulose 3000 MG"
"1191769","cellulose 3000 MG Oral Powder"
"1191770","cellulose 3000 MG [Unifiber]"
"1191771","cellulose Oral Powder [Unifiber]"
"1191772","cellulose 3000 MG Oral Powder [Unifiber]"
"1192429","inulin 1500 MG"
"1192430","inulin 1500 MG Chewable Tablet"
"119246","respiratory syncytial virus immune globulin intravenous"
"1192494","docosahexaenoic acid 253 MG"
"1192495","eicosapentaenoic acid 647 MG"
"1192496","docosahexaenoic acid 253 MG / eicosapentaenoic acid 647 MG Oral Capsule"
"1192505","benzethonium chloride 2 MG/ML / benzocaine 100 MG/ML Topical Spray"
"1192506","oxyquinoline 10 MG/ML"
"1192507","oxyquinoline Topical Solution"
"1192508","oxyquinoline 10 MG/ML Topical Solution"
"1192509","petrolatum 0.95 MG/MG Topical Ointment"
"1192512","menthol 3.3 MG/ML"
"1192513","benzethonium / benzocaine / menthol Topical Product"
"1192514","benzethonium / benzocaine / menthol Topical Spray"
"1192515","benzethonium / benzocaine / menthol"
"1192516","benzethonium chloride 2 MG/ML / benzocaine 100 MG/ML / menthol 3.3 MG/ML Topical Spray"
"1192621","Asterias rubens preparation"
"1192680","pyrilamine maleate 2.5 MG/ML"
"1192681","chlophedianol / phenylephrine / pyrilamine Oral Liquid Product"
"1192682","chlophedianol / phenylephrine / pyrilamine Oral Product"
"1192683","chlophedianol / phenylephrine / pyrilamine Oral Solution"
"1192684","chlophedianol / phenylephrine / pyrilamine"
"1192685","chlophedianol hydrochloride 2.5 MG/ML / phenylephrine hydrochloride 1 MG/ML / pyrilamine maleate 2.5 MG/ML Oral Solution"
"1192729","Colletotrichum coccodes allergenic extract"
"1192736","fexofenadine hydrochloride 60 MG [Wal-Fex]"
"1192737","fexofenadine hydrochloride 60 MG Oral Tablet [Wal-Fex]"
"1192740","dimethicone Medicated Liquid Soap"
"1192741","dimethicone 15 MG/ML Medicated Liquid Soap"
"1192744","menthol 0.037 MG/MG"
"1192745","menthol 0.037 MG/MG Topical Gel"
"1192747","menthol 3.2 MG"
"1192748","menthol 3.2 MG Oral Lozenge"
"1192753","Bermuda grass pollen extract / Timothy grass pollen extract"
"1192762","American house dust mite allergenic extract 15000 AU/ML"
"1192763","European house dust mite allergenic extract 15000 AU/ML"
"1192764","American house dust mite allergenic extract 15000 AU/ML / European house dust mite allergenic extract 15000 AU/ML Injectable Solution"
"1192785","American house dust mite allergenic extract 5000 AU/ML"
"1192786","European house dust mite allergenic extract 5000 AU/ML"
"1192787","American house dust mite allergenic extract 5000 AU/ML / European house dust mite allergenic extract 5000 AU/ML Injectable Solution"
"1192792","European house dust mite allergenic extract / white oak pollen extract"
"1192799","Epicoccum nigrum allergenic extract 1 MG/ML"
"1192800","Epicoccum nigrum allergenic extract 1 MG/ML Injectable Solution"
"1192801","Epicoccum nigrum allergenic extract 25 MG/ML"
"1192802","Epicoccum nigrum allergenic extract 25 MG/ML Injectable Solution"
"1192832","cat hair extract / dog hair extract"
"1192838","white ash pollen extract 1 MG/ML"
"1192839","white ash pollen extract 1 MG/ML Injectable Solution"
"1192858","0.8 ML sodium hyaluronate 12 MG/ML Prefilled Syringe"
"1192859","hyaluronate Prefilled Syringe [Amvisc]"
"1192860","0.8 ML sodium hyaluronate 12 MG/ML Prefilled Syringe [Amvisc]"
"1192861","0.8 ML sodium hyaluronate 16 MG/ML Prefilled Syringe"
"1192862","0.8 ML sodium hyaluronate 16 MG/ML Prefilled Syringe [Amvisc]"
"1192919","Enemeez"
"1192920","docusate sodium 56.6 MG/ML [Enemeez]"
"1192921","docusate Enema [Enemeez]"
"1192922","Enemeez Rectal Product"
"1192923","docusate sodium 56.6 MG/ML Enema [Enemeez]"
"1192943","Omni Gel"
"1192944","stannous fluoride 0.004 MG/MG [Omni Gel]"
"1192945","stannous fluoride Oral Gel [Omni Gel]"
"1192946","Omni Gel Oral Product"
"1192947","stannous fluoride 0.004 MG/MG Oral Gel [Omni Gel]"
"1192966","velvet grass pollen extract 100 MG/ML"
"1192967","velvet grass pollen extract 100 MG/ML Injectable Solution"
"1192968","Hypomyces perniciosus allergenic extract"
"1192969","Hypomyces perniciosus allergenic extract 50 MG/ML"
"1192970","Hypomyces perniciosus allergenic extract Injectable Product"
"1192971","Hypomyces perniciosus allergenic extract Injectable Solution"
"1192972","Hypomyces perniciosus allergenic extract 50 MG/ML Injectable Solution"
"1192984","benzocaine 4 MG/ML / docusate sodium 56.6 MG/ML Enema"
"1192985","benzocaine 4 MG/ML / docusate sodium 56.6 MG/ML [Enemeez Plus]"
"1192986","benzocaine 4 MG/ML / docusate sodium 56.6 MG/ML Enema [Enemeez Plus]"
"1192987","parakeet feather allergenic extract"
"1192989","parakeet feather allergenic extract Injectable Product"
"1192990","parakeet feather allergenic extract Injectable Solution"
"1192992","Microascus brevicaulis allergenic extract"
"1192997","gliocladium allergenic extract"
"1193003","Neurospora crassa allergenic extract"
"1193014","American cockroach allergenic extract 20000 UNT/ML / German cockroach allergenic extract 20000 UNT/ML Injectable Solution"
"1193021","scrub pine pollen extract 40000 UNT/ML"
"1193022","scrub pine pollen extract 40000 UNT/ML Injectable Solution"
"1193023","eastern sycamore pollen extract 1 MG/ML"
"1193024","eastern sycamore pollen extract 1 MG/ML Injectable Solution"
"1193025","eastern sycamore pollen extract 40000 UNT/ML"
"1193026","eastern sycamore pollen extract 40000 UNT/ML Injectable Solution"
"1193033","cholecalciferol / folic acid / omega-3 acid ethyl esters (USP) / phytosterols / pyridoxine / vitamin B12 Oral Product"
"1193034","cholecalciferol / folic acid / omega-3 acid ethyl esters (USP) / phytosterols / pyridoxine / vitamin B12 Pill"
"1193035","cholecalciferol / folic acid / omega-3 acid ethyl esters (USP) / phytosterols / pyridoxine / vitamin B12 Oral Capsule"
"1193036","cholecalciferol / folic acid / omega-3 acid ethyl esters (USP) / phytosterols / pyridoxine / vitamin B12"
"1193037","cholecalciferol 1000 UNT / folic acid 1 MG / omega-3 acid ethyl esters (USP) 500 MG / phytosterols 200 MG / pyridoxine hydrochloride 12.5 MG / vitamin B12 0.5 MG Oral Capsule"
"1193041","Animi-3 with Vitamin D"
"1193042","cholecalciferol 1000 UNT / folic acid 1 MG / omega-3 acid ethyl esters (USP) 500 MG / phytosterols 200 MG / pyridoxine hydrochloride 12.5 MG / vitamin B12 0.5 MG [Animi-3 with Vitamin D]"
"1193043","cholecalciferol / folic acid / omega-3 acid ethyl esters (USP) / phytosterols / pyridoxine / vitamin B12 Oral Capsule [Animi-3 with Vitamin D]"
"1193044","Animi-3 with Vitamin D Oral Product"
"1193045","Animi-3 with Vitamin D Pill"
"1193046","cholecalciferol 1000 UNT / folic acid 1 MG / omega-3 acid ethyl esters (USP) 500 MG / phytosterols 200 MG / pyridoxine hydrochloride 12.5 MG / vitamin B12 0.5 MG Oral Capsule [Animi-3 with Vitamin D]"
"1193047","isopropyl alcohol 0.715 ML/ML Medicated Pad"
"1193085","Dallergy Reformulated Nov 2011"
"1193094","Dallergy Reformulated Nov 2011 Oral Product"
"1193101","folic acid / omega-3 acid ethyl esters (USP) / phytosterols / pyridoxine / vitamin B12"
"1193104","chlorcyclizine hydrochloride 12.5 MG"
"1193105","chlorcyclizine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Chewable Tablet"
"1193106","chlorcyclizine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG [Dallergy Reformulated Nov 2011]"
"1193107","chlorcyclizine / phenylephrine Chewable Tablet [Dallergy Reformulated Nov 2011]"
"1193108","Dallergy Reformulated Nov 2011 Pill"
"1193111","chlorcyclizine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Chewable Tablet [Dallergy Reformulated Nov 2011]"
"1193229","docusate sodium 20.8 MG/ML"
"1193230","docusate sodium 20.8 MG/ML Enema"
"1193231","Pet-ema"
"1193232","docusate sodium 20.8 MG/ML [Pet-ema]"
"1193233","docusate Enema [Pet-ema]"
"1193234","Pet-ema Rectal Product"
"1193235","docusate sodium 20.8 MG/ML Enema [Pet-ema]"
"1193236","Zooby Fluoride Foam"
"1193237","sodium fluoride 27.2 MG/ML [Zooby Fluoride Foam]"
"1193238","sodium fluoride Oral Foam [Zooby Fluoride Foam]"
"1193239","Zooby Fluoride Foam Oral Product"
"1193240","sodium fluoride 27.2 MG/ML Oral Foam [Zooby Fluoride Foam]"
"1193292","acetaminophen 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule"
"1193293","acetaminophen 325 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet"
"1193296","methyl salicylate 500 MG/ML"
"1193297","camphor 100 MG/ML / menthol 160 MG/ML / methyl salicylate 500 MG/ML Topical Oil"
"1193318","sodium monofluorophosphate 0.006 MG/MG"
"1193319","sodium monofluorophosphate 0.006 MG/MG Toothpaste"
"1193325","ruxolitinib phosphate"
"1193326","ruxolitinib"
"1193327","ruxolitinib 10 MG"
"1193328","ruxolitinib Oral Product"
"1193329","ruxolitinib Pill"
"1193330","ruxolitinib Oral Tablet"
"1193331","ruxolitinib 10 MG Oral Tablet"
"1193332","Jakafi"
"1193333","ruxolitinib 10 MG [Jakafi]"
"1193334","ruxolitinib Oral Tablet [Jakafi]"
"1193335","Jakafi Oral Product"
"1193336","Jakafi Pill"
"1193337","ruxolitinib 10 MG Oral Tablet [Jakafi]"
"1193338","ruxolitinib 5 MG"
"1193339","ruxolitinib 5 MG Oral Tablet"
"1193340","ruxolitinib 5 MG [Jakafi]"
"1193341","ruxolitinib 5 MG Oral Tablet [Jakafi]"
"1193342","ruxolitinib 15 MG"
"1193343","ruxolitinib 15 MG Oral Tablet"
"1193344","ruxolitinib 15 MG [Jakafi]"
"1193345","ruxolitinib 15 MG Oral Tablet [Jakafi]"
"1193346","ruxolitinib 20 MG"
"1193347","ruxolitinib 20 MG Oral Tablet"
"1193348","ruxolitinib 20 MG [Jakafi]"
"1193349","ruxolitinib 20 MG Oral Tablet [Jakafi]"
"1193350","ruxolitinib 25 MG"
"1193351","ruxolitinib 25 MG Oral Tablet"
"1193352","ruxolitinib 25 MG [Jakafi]"
"1193353","ruxolitinib 25 MG Oral Tablet [Jakafi]"
"1193357","levetiracetam 10 MG/ML"
"1193358","100 ML levetiracetam 10 MG/ML Injection"
"1193359","levetiracetam 15 MG/ML"
"1193360","100 ML levetiracetam 15 MG/ML Injection"
"1193361","levetiracetam 5 MG/ML"
"1193362","100 ML levetiracetam 5 MG/ML Injection"
"1193402","Hexa-Caine"
"1193404","lidocaine Topical Spray [Hexa-Caine]"
"1193405","Hexa-Caine Topical Product"
"119565","tolterodine"
"119771","doripenem"
"1202","atenolol"
"1204","ATGAM"
"120608","peginterferon alfa-2a"
"12062","alfacalcidol"
"121039","suxamethonium bromide"
"121047","propionate"
"121069","dimethoxanate"
"121070","chromic phosphate P32"
"121191","rituximab"
"121243","voriconazole"
"12166","1-octacosanol"
"1218","atracurium"
"1219","atracurium besylate"
"1223","atropine"
"1225","hyoscyamine sulfate"
"1227","auranofin"
"1231893","biotin / niacinamide / panthenol / zinc pyrithione Medicated Shampoo"
"1232081","rivaroxaban 15 MG"
"1232082","rivaroxaban 15 MG Oral Tablet"
"1232083","rivaroxaban 15 MG [Xarelto]"
